,x
5798,107
5799,32
5800,26
5801,189
5802,110
5803,198
5804,0
5805,106
5806,0
5807,33
5808,119
5809,336
5810,47
5811,151
5812,62
5813,75
5814,97
5815,72
5816,177
5817,68
5818,130
5819,225
5820,90
5821,73
5822,97
5823,191
5824,67
5825,124
5826,272
5827,23
5828,117
5829,82
5830,94
5831,52
5832,72
5833,0
5834,17
5835,20
5836,130
5837,68
5838,41
5839,72
5840,102
5841,75
5842,12
5843,122
5844,53
5845,27
5846,76
5847,257
5848,60
5849,27
5850,36
5851,52
5852,152
5853,233
5854,0
5855,117
5856,88
5857,29
5858,141
5859,88
5860,41
5861,0
5862,0
5863,122
5864,105
5865,107
5866,129
5867,90
5868,207
5869,85
5870,125
5871,377
5872,189
5873,31
5874,88
5875,26
5876,84
5877,73
5878,127
5879,115
5880,80
5881,103
5882,105
5883,78
5884,87
5885,146
5886,104
5887,71
5888,117
5889,125
5890,66
5891,102
5892,103
5893,27
5894,22
5895,119
5896,50
5897,128
5898,135
5899,311
5900,86
5901,107
5902,101
5903,50
5904,0
5905,119
5906,204
5907,0
5908,107
5909,357
5910,58
5911,117
5912,22
5913,114
5914,110
5915,139
5916,84
5917,69
5918,25
5919,350
5920,0
5921,79
5922,83
5923,40
5924,99
5925,168
5926,205
5927,99
5928,74
5929,108
5930,62
5931,121
5932,73
5933,55
5934,29
5935,81
5936,98
5937,111
5938,114
5939,77
5940,104
5941,47
5942,58
5943,61
5944,83
5945,81
5946,276
5947,392
5948,90
5949,65
5950,104
5951,216
5952,27
5953,45
5954,71
5955,77
5956,75
5957,61
5958,102
5959,117
5960,145
5961,200
5962,68
5963,30
5964,19
5965,83
5966,36
5967,115
5968,85
5969,272
5970,57
5971,73
5972,240
5973,163
5974,65
5975,0
5976,92
5977,47
5978,69
5979,26
5980,75
5981,36
5982,239
5983,41
5984,98
5985,80
5986,75
5987,134
5988,358
5989,0
5990,27
5991,110
5992,73
5993,177
5994,191
5995,148
5996,45
5997,102
5998,69
5999,122
6000,33
6001,25
6002,0
6003,157
6004,59
6005,125
6006,77
6007,92
6008,105
6009,90
6010,76
6011,0
6012,131
6013,83
6014,57
6015,26
6016,54
6017,79
6018,167
6019,88
6020,0
6021,234
6022,101
6023,97
6024,98
6025,20
6026,34
6027,130
6028,171
6029,0
6030,19
6031,114
6032,79
6033,18
6034,119
6035,34
6036,57
6037,53
6038,114
6039,159
6040,75
6041,81
6042,119
6043,61
6044,233
6045,225
6046,0
6047,154
6048,61
6049,246
6050,0
6051,95
6052,416
6053,62
6054,0
6055,33
6056,118
6057,0
6058,286
6059,36
6060,111
6061,39
6062,35
6063,113
6064,327
6065,105
6066,79
6067,60
6068,68
6069,67
6070,116
6071,102
6072,49
6073,129
6074,19
6075,113
6076,220
6077,97
6078,194
6079,85
6080,87
6081,325
6082,272
6083,116
6084,94
6085,117
6086,123
6087,75
6088,51
6089,96
6090,12
6091,26
6092,58
6093,96
6094,261
6095,181
6096,81
6097,60
6098,59
6099,75
6100,13
6101,54
6102,119
6103,114
6104,183
6105,79
6106,117
6107,122
6108,11
6109,64
6110,45
6111,250
6112,206
6113,75
6114,98
6115,114
6116,86
6117,82
6118,38
6119,42
6120,29
6121,65
6122,86
6123,74
6124,139
6125,72
6126,160
6127,22
6128,283
6129,102
6130,64
6131,72
6132,66
6133,84
6134,18
6135,51
6136,41
6137,52
6138,68
6139,106
6140,118
6141,18
6142,34
6143,269
6144,73
6145,293
6146,84
6147,73
6148,134
6149,37
6150,88
6151,55
6152,48
6153,27
6154,46
6155,78
6156,64
6157,122
6158,224
6159,123
6160,396
6161,19
6162,124
6163,78
6164,27
6165,103
6166,283
6167,82
6168,139
6169,39
6170,52
6171,122
6172,119
6173,74
6174,32
6175,51
6176,58
6177,82
6178,81
6179,24
6180,81
6181,81
6182,306
6183,85
6184,105
6185,92
6186,85
6187,137
6188,321
6189,272
6190,281
6191,0
6192,153
6193,54
6194,0
6195,147
6196,109
6197,75
6198,181
6199,103
6200,107
6201,144
6202,104
6203,97
6204,0
6205,70
6206,34
6207,132
6208,133
6209,82
6210,132
6211,70
6212,63
6213,57
6214,79
6215,108
6216,117
6217,108
6218,66
6219,77
6220,127
6221,36
6222,105
6223,110
6224,42
6225,0
6226,82
6227,453
6228,38
6229,230
6230,159
6231,91
6232,69
6233,147
6234,44
6235,169
6236,100
6237,95
6238,71
6239,53
6240,12
6241,80
6242,83
6243,64
6244,101
6245,17
6246,23
6247,121
6248,121
6249,100
6250,37
6251,99
6252,292
6253,211
6254,105
6255,63
6256,80
6257,64
6258,77
6259,27
6260,132
6261,44
6262,50
6263,86
6264,81
6265,58
6266,36
6267,30
6268,67
6269,96
6270,0
6271,37
6272,117
6273,119
6274,36
6275,68
6276,105
6277,73
6278,17
6279,115
6280,0
6281,63
6282,73
6283,143
6284,76
6285,206
6286,149
6287,182
6288,0
6289,110
6290,86
6291,59
6292,222
6293,16
6294,132
6295,74
6296,114
6297,83
6298,37
6299,58
6300,80
6301,61
6302,72
6303,70
6304,250
6305,23
6306,64
6307,27
6308,121
6309,423
6310,67
6311,68
6312,351
6313,117
6314,13
6315,217
6316,86
6317,178
6318,83
6319,20
6320,127
6321,23
6322,168
6323,107
6324,65
6325,0
6326,0
6327,32
6328,78
6329,101
6330,29
6331,66
6332,49
6333,114
6334,39
6335,107
6336,59
6337,149
6338,41
6339,84
6340,105
6341,115
6342,130
6343,379
6344,119
6345,216
6346,16
6347,164
6348,368
6349,89
6350,93
6351,109
6352,24
6353,262
6354,0
6355,83
6356,19
6357,50
6358,115
6359,20
6360,167
6361,84
6362,44
6363,250
6364,46
6365,115
6366,0
6367,100
6368,78
6369,97
6370,72
6371,27
6372,75
6373,113
6374,67
6375,122
6376,75
6377,21
6378,34
6379,82
6380,70
6381,86
6382,93
6383,69
6384,27
6385,11
6386,129
6387,139
6388,111
6389,119
6390,57
6391,104
6392,100
6393,192
6394,105
6395,26
6396,143
6397,92
6398,102
6399,93
6400,56
6401,86
6402,225
6403,33
6404,68
6405,86
6406,102
6407,117
6408,350
6409,48
6410,75
6411,46
6412,0
6413,37
6414,67
6415,36
6416,110
6417,41
6418,19
6419,203
6420,22
6421,235
6422,277
6423,64
6424,100
6425,38
6426,115
6427,66
6428,70
6429,50
6430,91
6431,52
6432,112
6433,0
6434,33
6435,87
6436,73
6437,44
6438,132
6439,121
6440,0
6441,75
6442,85
6443,117
6444,31
6445,59
6446,262
6447,20
6448,120
6449,98
6450,27
6451,112
6452,86
6453,58
6454,108
6455,108
6456,67
6457,0
6458,361
6459,52
6460,144
6461,63
6462,59
6463,95
6464,71
6465,24
6466,36
6467,100
6468,75
6469,96
6470,38
6471,95
6472,92
6473,0
6474,84
6475,101
6476,80
6477,87
6478,84
6479,21
6480,87
6481,101
6482,137
6483,143
6484,77
6485,34
6486,257
6487,44
6488,0
6489,71
6490,23
6491,19
6492,108
6493,58
6494,32
6495,123
6496,353
