,x
2899,2018-07-09
2900,2018-07-10
2901,2018-07-11
2902,2018-07-12
2903,2018-07-13
2904,2018-07-16
2905,2018-07-17
2906,2018-07-18
2907,2018-07-19
2908,2018-07-20
2909,2018-07-23
2910,2018-07-24
2911,2018-07-25
2912,2018-07-26
2913,2018-07-27
2914,2018-07-30
2915,2018-07-31
2916,2018-08-01
2917,2018-08-02
2918,2018-08-03
2919,2018-08-06
2920,2018-08-07
2921,2018-08-08
2922,2018-08-09
2923,2018-08-10
2924,2018-08-13
2925,2018-08-14
2926,2018-08-15
2927,2018-08-16
2928,2018-08-17
2929,2018-08-20
2930,2018-08-21
2931,2018-08-22
2932,2018-08-23
2933,2018-08-24
2934,2018-08-27
2935,2018-08-28
2936,2018-08-29
2937,2018-08-30
2938,2018-08-31
2939,2018-09-04
2940,2018-09-05
2941,2018-09-06
2942,2018-09-07
2943,2018-09-10
2944,2018-09-11
2945,2018-09-12
2946,2018-09-13
2947,2018-09-14
2948,2018-09-17
2949,2018-09-18
2950,2018-09-19
2951,2018-09-20
2952,2018-09-21
2953,2018-09-24
2954,2018-09-25
2955,2018-09-26
2956,2018-09-27
2957,2018-09-28
2958,2018-10-01
2959,2018-10-02
2960,2018-10-03
2961,2018-10-04
2962,2018-10-05
2963,2018-10-08
2964,2018-10-09
2965,2018-10-10
2966,2018-10-11
2967,2018-10-12
2968,2018-10-15
2969,2018-10-16
2970,2018-10-17
2971,2018-10-18
2972,2018-10-19
2973,2018-10-22
2974,2018-10-23
2975,2018-10-24
2976,2018-10-25
2977,2018-10-26
2978,2018-10-29
2979,2018-10-30
2980,2018-10-31
2981,2018-11-01
2982,2018-11-02
2983,2018-11-05
2984,2018-11-06
2985,2018-11-07
2986,2018-11-08
2987,2018-11-09
2988,2018-11-12
2989,2018-11-13
2990,2018-11-14
2991,2018-11-15
2992,2018-11-16
2993,2018-11-19
2994,2018-11-20
2995,2018-11-21
2996,2018-11-23
2997,2018-11-26
2998,2018-11-27
2999,2018-11-28
3000,2018-11-29
3001,2018-11-30
3002,2018-12-03
3003,2018-12-04
3004,2018-12-06
3005,2018-12-07
3006,2018-12-10
3007,2018-12-11
3008,2018-12-12
3009,2018-12-13
3010,2018-12-14
3011,2018-12-17
3012,2018-12-18
3013,2018-12-19
3014,2018-12-20
3015,2018-12-21
3016,2018-12-24
3017,2018-12-26
3018,2018-12-27
3019,2018-12-28
3020,2018-12-31
3021,2019-01-02
3022,2019-01-03
3023,2019-01-04
3024,2019-01-07
3025,2019-01-08
3026,2019-01-09
3027,2019-01-10
3028,2019-01-11
3029,2019-01-14
3030,2019-01-15
3031,2019-01-16
3032,2019-01-17
3033,2019-01-18
3034,2019-01-22
3035,2019-01-23
3036,2019-01-24
3037,2019-01-25
3038,2019-01-28
3039,2019-01-29
3040,2019-01-30
3041,2019-01-31
3042,2019-02-01
3043,2019-02-04
3044,2019-02-05
3045,2019-02-06
3046,2019-02-07
3047,2019-02-08
3048,2019-02-11
3049,2019-02-12
3050,2019-02-13
3051,2019-02-14
3052,2019-02-15
3053,2019-02-19
3054,2019-02-20
3055,2019-02-21
3056,2019-02-22
3057,2019-02-25
3058,2019-02-26
3059,2019-02-27
3060,2019-02-28
3061,2019-03-01
3062,2019-03-04
3063,2019-03-05
3064,2019-03-06
3065,2019-03-07
3066,2019-03-08
3067,2019-03-11
3068,2019-03-12
3069,2019-03-13
3070,2019-03-14
3071,2019-03-15
3072,2019-03-18
3073,2019-03-19
3074,2019-03-20
3075,2019-03-21
3076,2019-03-22
3077,2019-03-25
3078,2019-03-26
3079,2019-03-27
3080,2019-03-28
3081,2019-03-29
3082,2019-04-01
3083,2019-04-02
3084,2019-04-03
3085,2019-04-04
3086,2019-04-05
3087,2019-04-08
3088,2019-04-09
3089,2019-04-10
3090,2019-04-11
3091,2019-04-12
3092,2019-04-15
3093,2019-04-16
3094,2019-04-17
3095,2019-04-18
3096,2019-04-22
3097,2019-04-23
3098,2019-04-24
3099,2019-04-25
3100,2019-04-26
3101,2019-04-29
3102,2019-04-30
3103,2019-05-01
3104,2019-05-02
3105,2019-05-03
3106,2019-05-06
3107,2019-05-07
3108,2019-05-08
3109,2019-05-09
3110,2019-05-10
3111,2019-05-13
3112,2019-05-14
3113,2019-05-15
3114,2019-05-16
3115,2019-05-17
3116,2019-05-20
3117,2019-05-21
3118,2019-05-22
3119,2019-05-23
3120,2019-05-24
3121,2019-05-28
3122,2019-05-29
3123,2019-05-30
3124,2019-05-31
3125,2019-06-03
3126,2019-06-04
3127,2019-06-05
3128,2019-06-06
3129,2019-06-07
3130,2019-06-10
3131,2019-06-11
3132,2019-06-12
3133,2019-06-13
3134,2019-06-14
3135,2019-06-17
3136,2019-06-18
3137,2019-06-19
3138,2019-06-20
3139,2019-06-21
3140,2019-06-24
3141,2019-06-25
3142,2019-06-26
3143,2019-06-27
3144,2019-06-28
3145,2019-07-01
3146,2019-07-02
3147,2019-07-03
3148,2019-07-05
3149,2019-07-08
3150,2019-07-09
3151,2019-07-10
3152,2019-07-11
3153,2019-07-12
3154,2019-07-15
3155,2019-07-16
3156,2019-07-17
3157,2019-07-18
3158,2019-07-19
3159,2019-07-22
3160,2019-07-23
3161,2019-07-24
3162,2019-07-25
3163,2019-07-26
3164,2019-07-29
3165,2019-07-30
3166,2019-07-31
3167,2019-08-01
3168,2019-08-02
3169,2019-08-05
3170,2019-08-06
3171,2019-08-07
3172,2019-08-08
3173,2019-08-09
3174,2019-08-12
3175,2019-08-13
3176,2019-08-14
3177,2019-08-15
3178,2019-08-16
3179,2019-08-19
3180,2019-08-20
3181,2019-08-21
3182,2019-08-22
3183,2019-08-23
3184,2019-08-26
3185,2019-08-27
3186,2019-08-28
3187,2019-08-29
3188,2019-08-30
3189,2019-09-03
3190,2019-09-04
3191,2019-09-05
3192,2019-09-06
3193,2019-09-09
3194,2019-09-10
3195,2019-09-11
3196,2019-09-12
3197,2019-09-13
3198,2019-09-16
3199,2019-09-17
3200,2019-09-18
3201,2019-09-19
3202,2019-09-20
3203,2019-09-23
3204,2019-09-24
3205,2019-09-25
3206,2019-09-26
3207,2019-09-27
3208,2019-09-30
3209,2019-10-01
3210,2019-10-02
3211,2019-10-03
3212,2019-10-04
3213,2019-10-07
3214,2019-10-08
3215,2019-10-09
3216,2019-10-10
3217,2019-10-11
3218,2019-10-14
3219,2019-10-15
3220,2019-10-16
3221,2019-10-17
3222,2019-10-18
3223,2019-10-21
3224,2019-10-22
3225,2019-10-23
3226,2019-10-24
3227,2019-10-25
3228,2019-10-28
3229,2019-10-29
3230,2019-10-30
3231,2019-10-31
3232,2019-11-01
3233,2019-11-04
3234,2019-11-05
3235,2019-11-06
3236,2019-11-07
3237,2019-11-08
3238,2019-11-11
3239,2019-11-12
3240,2019-11-13
3241,2019-11-14
3242,2019-11-15
3243,2019-11-18
3244,2019-11-19
3245,2019-11-20
3246,2019-11-21
3247,2019-11-22
3248,2019-11-25
3249,2019-11-26
3250,2019-11-27
3251,2019-11-29
3252,2019-12-02
3253,2019-12-03
3254,2019-12-04
3255,2019-12-05
3256,2019-12-06
3257,2019-12-09
3258,2019-12-10
3259,2019-12-11
3260,2019-12-12
3261,2019-12-13
3262,2019-12-16
3263,2019-12-17
3264,2019-12-18
3265,2019-12-19
3266,2019-12-20
3267,2019-12-23
3268,2019-12-24
3269,2019-12-26
3270,2019-12-27
3271,2019-12-30
3272,2019-12-31
3273,2020-01-02
3274,2020-01-03
3275,2020-01-06
3276,2020-01-07
3277,2020-01-08
3278,2020-01-09
3279,2020-01-10
3280,2020-01-13
3281,2020-01-14
3282,2020-01-15
3283,2020-01-16
3284,2020-01-17
3285,2020-01-21
3286,2020-01-22
3287,2020-01-23
3288,2020-01-24
3289,2020-01-27
3290,2020-01-28
3291,2020-01-29
3292,2020-01-30
3293,2020-01-31
3294,2020-02-03
3295,2020-02-04
3296,2020-02-05
3297,2020-02-06
3298,2020-02-07
3299,2020-02-10
3300,2020-02-11
3301,2020-02-12
3302,2020-02-13
3303,2020-02-14
3304,2020-02-18
3305,2020-02-19
3306,2020-02-20
3307,2020-02-21
3308,2020-02-24
3309,2020-02-25
3310,2020-02-26
3311,2020-02-27
3312,2020-02-28
3313,2020-03-02
3314,2020-03-03
3315,2020-03-04
3316,2020-03-05
3317,2020-03-06
3318,2020-03-09
3319,2020-03-10
3320,2020-03-11
3321,2020-03-12
3322,2020-03-13
3323,2020-03-16
3324,2020-03-17
3325,2020-03-18
3326,2020-03-19
3327,2020-03-20
3328,2020-03-23
3329,2020-03-24
3330,2020-03-25
3331,2020-03-26
3332,2020-03-27
3333,2020-03-30
3334,2020-03-31
3335,2020-04-01
3336,2020-04-02
3337,2020-04-03
3338,2020-04-06
3339,2020-04-07
3340,2020-04-08
3341,2020-04-09
3342,2020-04-13
3343,2020-04-14
3344,2020-04-15
3345,2020-04-16
3346,2020-04-17
3347,2020-04-20
3348,2020-04-21
3349,2020-04-22
3350,2020-04-23
3351,2020-04-24
3352,2020-04-27
3353,2020-04-28
3354,2020-04-29
3355,2020-04-30
3356,2020-05-01
3357,2020-05-04
3358,2020-05-05
3359,2020-05-06
3360,2020-05-07
3361,2020-05-08
3362,2020-05-11
3363,2020-05-12
3364,2020-05-13
3365,2020-05-14
3366,2020-05-15
3367,2020-05-18
3368,2020-05-19
3369,2020-05-20
3370,2020-05-21
3371,2020-05-22
3372,2020-05-26
3373,2020-05-27
3374,2020-05-28
3375,2020-05-29
3376,2020-06-01
3377,2020-06-02
3378,2020-06-03
3379,2020-06-04
3380,2020-06-05
3381,2020-06-08
3382,2020-06-09
3383,2020-06-10
3384,2020-06-11
3385,2020-06-12
3386,2020-06-15
3387,2020-06-16
3388,2020-06-17
3389,2020-06-18
3390,2020-06-19
3391,2020-06-22
3392,2020-06-23
3393,2020-06-24
3394,2020-06-25
3395,2020-06-26
3396,2020-06-29
3397,2020-06-30
3398,2020-07-01
3399,2020-07-02
3400,2020-07-06
3401,2020-07-07
3402,2020-07-08
3403,2020-07-09
3404,2020-07-10
3405,2020-07-13
3406,2020-07-14
3407,2020-07-15
3408,2020-07-16
3409,2020-07-17
3410,2020-07-20
3411,2020-07-21
3412,2020-07-22
3413,2020-07-23
3414,2020-07-24
3415,2020-07-27
3416,2020-07-28
3417,2020-07-29
3418,2020-07-30
3419,2020-07-31
3420,2020-08-03
3421,2020-08-04
3422,2020-08-05
3423,2020-08-06
3424,2020-08-07
3425,2020-08-10
3426,2020-08-11
3427,2020-08-12
3428,2020-08-13
3429,2020-08-14
3430,2020-08-17
3431,2020-08-18
3432,2020-08-19
3433,2020-08-20
3434,2020-08-21
3435,2020-08-24
3436,2020-08-25
3437,2020-08-26
3438,2020-08-27
3439,2020-08-28
3440,2020-08-31
3441,2020-09-01
3442,2020-09-02
3443,2020-09-03
3444,2020-09-04
3445,2020-09-08
3446,2020-09-09
3447,2020-09-10
3448,2020-09-11
3449,2020-09-14
3450,2020-09-15
3451,2020-09-16
3452,2020-09-17
3453,2020-09-18
3454,2020-09-21
3455,2020-09-22
3456,2020-09-23
3457,2020-09-24
3458,2020-09-25
3459,2020-09-28
3460,2020-09-29
3461,2020-09-30
3462,2020-10-01
3463,2020-10-02
3464,2020-10-05
3465,2020-10-06
3466,2020-10-07
3467,2020-10-08
3468,2020-10-09
3469,2020-10-12
3470,2020-10-13
3471,2020-10-14
3472,2020-10-15
3473,2020-10-16
3474,2020-10-19
3475,2020-10-20
3476,2020-10-21
3477,2020-10-22
3478,2020-10-23
3479,2020-10-26
3480,2020-10-27
3481,2020-10-28
3482,2020-10-29
3483,2020-10-30
3484,2020-11-02
3485,2020-11-03
3486,2020-11-04
3487,2020-11-05
3488,2020-11-06
3489,2020-11-09
3490,2020-11-10
3491,2020-11-11
3492,2020-11-12
3493,2020-11-13
3494,2020-11-16
3495,2020-11-17
3496,2020-11-18
3497,2020-11-19
3498,2020-11-20
3499,2020-11-23
3500,2020-11-24
3501,2020-11-25
3502,2020-11-27
3503,2020-11-30
3504,2020-12-01
3505,2020-12-02
3506,2020-12-03
3507,2020-12-04
3508,2020-12-07
3509,2020-12-08
3510,2020-12-09
3511,2020-12-10
3512,2020-12-11
3513,2020-12-14
3514,2020-12-15
3515,2020-12-16
3516,2020-12-17
3517,2020-12-18
3518,2020-12-21
3519,2020-12-22
3520,2020-12-23
3521,2020-12-24
3522,2020-12-28
3523,2020-12-29
3524,2020-12-30
3525,2020-12-31
3526,2021-01-04
3527,2021-01-05
3528,2021-01-06
3529,2021-01-07
3530,2021-01-08
3531,2021-01-11
3532,2021-01-12
3533,2021-01-13
3534,2021-01-14
3535,2021-01-15
3536,2021-01-19
3537,2021-01-20
3538,2021-01-21
3539,2021-01-22
3540,2021-01-25
3541,2021-01-26
3542,2021-01-27
3543,2021-01-28
3544,2021-01-29
3545,2021-02-01
3546,2021-02-02
3547,2021-02-03
3548,2021-02-04
3549,2021-02-05
3550,2021-02-08
3551,2021-02-09
3552,2021-02-10
3553,2021-02-11
3554,2021-02-12
3555,2021-02-16
3556,2021-02-17
3557,2021-02-18
3558,2021-02-19
3559,2021-02-22
3560,2021-02-23
3561,2021-02-24
3562,2021-02-25
3563,2021-02-26
3564,2021-03-01
3565,2021-03-02
3566,2021-03-03
3567,2021-03-04
3568,2021-03-05
3569,2021-03-08
3570,2021-03-09
3571,2021-03-10
3572,2021-03-11
3573,2021-03-12
3574,2021-03-15
3575,2021-03-16
3576,2021-03-17
3577,2021-03-18
3578,2021-03-19
3579,2021-03-22
3580,2021-03-23
3581,2021-03-24
3582,2021-03-25
3583,2021-03-26
3584,2021-03-29
3585,2021-03-30
3586,2021-03-31
3587,2021-04-01
3588,2021-04-05
3589,2021-04-06
3590,2021-04-07
3591,2021-04-08
3592,2021-04-09
3593,2021-04-12
3594,2021-04-13
3595,2021-04-14
3596,2021-04-15
3597,2021-04-16
3598,2021-04-19
3599,2021-04-20
3600,2021-04-21
3601,2021-04-22
3602,2021-04-23
3603,2021-04-26
3604,2021-04-27
3605,2021-04-28
3606,2021-04-29
3607,2021-04-30
3608,2021-05-03
3609,2021-05-04
3610,2021-05-05
3611,2021-05-06
3612,2021-05-07
3613,2021-05-10
3614,2021-05-11
3615,2021-05-12
3616,2021-05-13
3617,2021-05-14
3618,2021-05-17
3619,2021-05-18
3620,2021-05-19
3621,2021-05-20
3622,2021-05-21
3623,2021-05-24
3624,2021-05-25
3625,2021-05-26
3626,2021-05-27
3627,2021-05-28
3628,2021-06-01
3629,2021-06-02
3630,2021-06-03
3631,2021-06-04
3632,2021-06-07
3633,2021-06-08
3634,2021-06-09
3635,2021-06-10
3636,2021-06-11
3637,2021-06-14
3638,2021-06-15
3639,2021-06-16
3640,2021-06-17
3641,2021-06-18
3642,2021-06-21
3643,2021-06-22
3644,2021-06-23
3645,2021-06-24
3646,2021-06-25
3647,2021-06-28
3648,2021-06-29
3649,2021-06-30
3650,2021-07-01
3651,2021-07-02
3652,2021-07-06
3653,2021-07-07
3654,2021-07-08
3655,2021-07-09
3656,2021-07-12
3657,2021-07-13
3658,2021-07-14
3659,2021-07-15
3660,2021-07-16
3661,2021-07-19
3662,2021-07-20
3663,2021-07-21
3664,2021-07-22
3665,2021-07-23
3666,2021-07-26
3667,2021-07-27
3668,2021-07-28
3669,2021-07-29
3670,2021-07-30
3671,2021-08-02
3672,2021-08-03
3673,2021-08-04
3674,2021-08-05
3675,2021-08-06
3676,2021-08-09
3677,2021-08-10
3678,2021-08-11
3679,2021-08-12
3680,2021-08-13
3681,2021-08-16
3682,2021-08-17
3683,2021-08-18
3684,2021-08-19
3685,2021-08-20
3686,2021-08-23
3687,2021-08-24
3688,2021-08-25
3689,2021-08-26
3690,2021-08-27
3691,2021-08-30
3692,2021-08-31
3693,2021-09-01
3694,2021-09-02
3695,2021-09-03
3696,2021-09-07
3697,2021-09-08
3698,2021-09-09
3699,2021-09-10
3700,2021-09-13
3701,2021-09-14
3702,2021-09-15
3703,2021-09-16
3704,2021-09-17
3705,2021-09-20
3706,2021-09-21
3707,2021-09-22
3708,2021-09-23
3709,2021-09-24
3710,2021-09-27
3711,2021-09-28
3712,2021-09-29
3713,2021-09-30
3714,2021-10-01
3715,2021-10-04
3716,2021-10-05
3717,2021-10-06
3718,2021-10-07
3719,2021-10-08
3720,2021-10-11
3721,2021-10-12
3722,2021-10-13
3723,2021-10-14
3724,2021-10-15
3725,2021-10-18
3726,2021-10-19
3727,2021-10-20
3728,2021-10-21
3729,2021-10-22
3730,2021-10-25
3731,2021-10-26
3732,2021-10-27
3733,2021-10-28
3734,2021-10-29
3735,2021-11-01
3736,2021-11-02
3737,2021-11-03
3738,2021-11-04
3739,2021-11-05
3740,2021-11-08
3741,2021-11-09
3742,2021-11-10
3743,2021-11-11
3744,2021-11-12
3745,2021-11-15
3746,2021-11-16
3747,2021-11-17
3748,2021-11-18
3749,2021-11-19
3750,2021-11-22
3751,2021-11-23
3752,2021-11-24
3753,2021-11-26
3754,2021-11-29
3755,2021-11-30
3756,2021-12-01
3757,2021-12-02
3758,2021-12-03
3759,2021-12-06
3760,2021-12-07
3761,2021-12-08
3762,2021-12-09
3763,2021-12-10
3764,2021-12-13
3765,2021-12-14
3766,2021-12-15
3767,2021-12-16
3768,2021-12-17
3769,2021-12-20
3770,2021-12-21
3771,2021-12-22
3772,2021-12-23
3773,2021-12-27
3774,2021-12-28
3775,2021-12-29
3776,2021-12-30
3777,2021-12-31
3778,2022-01-03
3779,2022-01-04
3780,2022-01-05
3781,2022-01-06
3782,2022-01-07
3783,2022-01-10
3784,2022-01-11
3785,2022-01-12
3786,2022-01-13
3787,2022-01-14
3788,2022-01-18
3789,2022-01-19
3790,2022-01-20
3791,2022-01-21
3792,2022-01-24
3793,2022-01-25
3794,2022-01-26
3795,2022-01-27
3796,2022-01-28
3797,2022-01-31
3798,2022-02-01
3799,2022-02-02
3800,2022-02-03
3801,2022-02-04
3802,2022-02-07
3803,2022-02-08
3804,2022-02-09
3805,2022-02-10
3806,2022-02-11
3807,2022-02-14
3808,2022-02-15
3809,2022-02-16
3810,2022-02-17
3811,2022-02-18
